,SDSS_NAME,RA,DEC,REDSHIFT,PLATE,FIBER,MJD
1047,b'002752.39+002615.6',6.968332767486572,0.43768200278282166,0.2054000049829483,391,461,51782
1061,b'002815.78+004247.5',7.065789222717285,0.7132009863853455,0.30559998750686646,391,531,51782
1071,b'002831.71-000413.3',7.132150173187256,-0.07036499679088593,0.25189998745918274,391,189,51782
1075,b'002840.69-102145.1',7.169541835784912,-10.362531661987305,0.32170000672340393,654,314,52146
1141,b'002959.03+150817.2',7.495971202850342,15.138114929199219,0.21080000698566437,417,437,51821
1163,b'003043.59-103517.6',7.681643962860107,-10.58824634552002,0.296099990606308,654,236,52146
1174,b'003049.23-090133.7',7.705140113830566,-9.026053428649902,0.3522999882698059,654,419,52146
1285,b'003319.52-101924.1',8.331363677978516,-10.323368072509766,0.25920000672340393,654,143,52146
1287,b'003321.77+141626.4',8.340717315673828,14.274020195007324,0.3001999855041504,417,57,51821
1372,b'003511.48-004918.0',8.797845840454102,-0.8216710090637207,0.1860000044107437,392,220,51793
1466,b'003657.17-100810.6',9.238245010375977,-10.1362943649292,0.18770000338554382,655,315,52162
1473,b'003711.00+002127.8',9.295846939086914,0.35773301124572754,0.23520000278949738,392,496,51793
1483,b'003723.49+000812.5',9.347906112670898,0.1368200033903122,0.2517000138759613,392,520,51793
1515,b'003803.16-095521.5',9.513195037841797,-9.922660827636719,0.35190001130104065,655,307,52162
1621,b'004032.10-001350.8',10.133767127990723,-0.2307939976453781,0.24199999868869781,691,314,52199
1628,b'004038.39+160949.9',10.159994125366211,16.163881301879883,0.2937000095844269,418,566,51817
1703,b'004213.46+005917.7',10.55610466003418,0.9882540106773376,0.328900009393692,393,369,51794
1759,b'004319.73+005115.4',10.832243919372559,0.8542910218238831,0.3082999885082245,393,407,51794
1836,b'004458.68+004319.8',11.244501113891602,0.7221800088882446,0.3499000072479248,393,488,51794
2039,b'004930.90+153216.3',12.378752708435059,15.537881851196289,0.23960000276565552,420,397,51871
2110,b'005118.28+135448.1',12.826194763183594,13.913371086120605,0.13770000636577606,420,248,51871
2200,b'005328.81-085755.1',13.370046615600586,-8.96532154083252,0.2590000033378601,657,457,52177
2283,b'005550.75-101905.7',13.961488723754883,-10.318249702453613,0.3091000020503998,657,66,52177
2332,b'005704.42+141759.3',14.268424034118652,14.299816131591797,0.3000999987125397,421,318,51821
2339,b'005709.94+144610.1',14.291422843933105,14.769489288330078,0.1720999926328659,421,307,51821
2360,b'005737.71+144259.4',14.407139778137207,14.716506958007812,0.24060000479221344,421,261,51821
2380,b'005812.84+160201.4',14.55350399017334,16.033729553222656,0.21060000360012054,421,329,51821
2415,b'005916.10+153816.1',14.817102432250977,15.63780689239502,0.35420000553131104,421,371,51821
2478,b'010112.06-094500.8',15.300285339355469,-9.750227928161621,0.3504999876022339,658,555,52146
2479,b'010113.03-092742.1',15.304301261901855,-9.46170711517334,0.3571000099182129,658,548,52146
2501,b'010151.08+002028.9',15.462859153747559,0.34136199951171875,0.3221000134944916,395,597,51783
2510,b'010204.37-103805.8',15.518210411071777,-10.634970664978027,0.3041999936103821,658,99,52146
2523,b'010226.31-003904.6',15.609665870666504,-0.6512809991836548,0.29429998993873596,396,276,51816
2527,b'010230.03-003206.8',15.625149726867676,-0.5352270007133484,0.34279999136924744,395,25,51783
2582,b'010407.00+011412.9',16.029197692871094,1.236930012702942,0.31189998984336853,396,364,51816
2686,b'010715.97-083429.3',16.816547393798828,-8.57482624053955,0.35580000281333923,659,410,52199
2774,b'010933.91+152559.0',17.391332626342773,15.433056831359863,0.22679999470710754,422,420,51811
2790,b'011018.18-101138.2',17.57578468322754,-10.193944931030273,0.35089999437332153,659,160,52199
2822,b'011110.04-101631.8',17.791839599609375,-10.275508880615234,0.17919999361038208,659,111,52199
2865,b'011238.88-083502.0',18.16200828552246,-8.583894729614258,0.3571999967098236,659,605,52199
2877,b'011254.91+000313.0',18.228830337524414,0.053624000400304794,0.2386000007390976,397,512,51794
2919,b'011402.35-004750.9',18.50981330871582,-0.7974950075149536,0.3497999906539917,397,58,51794
3037,b'011629.80+005359.0',19.124168395996094,0.8997470140457153,0.3522999882698059,397,613,51794
3111,b'011807.98+150512.9',19.53326416015625,15.08691692352295,0.325300008058548,423,551,51821
3131,b'011845.55+133327.2',19.689796447753906,13.5575590133667,0.18889999389648438,423,8,51821
3182,b'011946.75+135649.1',19.94480323791504,13.946990966796875,0.2581000030040741,424,274,51893
3233,b'012046.10+154239.6',20.192113876342773,15.711006164550781,0.24289999902248383,424,329,51893
3236,b'012047.53-082629.4',20.19806480407715,-8.441514015197754,0.2296999990940094,661,340,52163
3237,b'012050.94-001832.9',20.212263107299805,-0.30916500091552734,0.3492000102996826,398,35,51789
3271,b'012128.08+003450.6',20.367027282714844,0.5807269811630249,0.328900009393692,399,360,51817
3299,b'012206.98+134711.8',20.52909278869629,13.786615371704102,0.2671999931335449,424,218,51893
3305,b'012214.56+150551.2',20.560678482055664,15.097572326660156,0.29739999771118164,424,490,51893
3336,b'012256.19-000252.7',20.734134674072266,-0.047974999994039536,0.34049999713897705,399,238,51817
3395,b'012419.87+141858.4',21.08281707763672,14.316235542297363,0.3391000032424927,424,114,51893
3462,b'012539.22-104351.6',21.4134578704834,-10.731002807617188,0.28610000014305115,661,50,52163
3618,b'012827.49-103249.6',22.11455535888672,-10.547119140625,0.3125999867916107,2878,212,54465
3726,b'013015.10+002557.2',22.562931060791016,0.43256500363349915,0.33629998564720154,400,395,51820
3736,b'013023.51+000551.7',22.59799575805664,0.09771200269460678,0.34529998898506165,399,638,51817
3815,b'013203.46-093153.6',23.01444435119629,-9.531573295593262,0.18979999423027039,662,433,52147
3852,b'013253.32-095239.4',23.222169876098633,-9.8776216506958,0.26010000705718994,662,180,52147
3854,b'013254.84+151315.0',23.228532791137695,15.220844268798828,0.33149999380111694,425,578,51898
3917,b'013352.66+011345.1',23.469419479370117,1.2292109727859497,0.30809998512268066,400,447,51820
4122,b'013756.50+145606.4',24.485448837280273,14.935115814208984,0.3499000072479248,426,412,51882
4181,b'013859.33+132108.2',24.747236251831055,13.352279663085938,0.2433999925851822,426,97,51882
4213,b'013930.17+011518.3',24.875713348388672,1.2551089525222778,0.2915000021457672,698,530,52203
4241,b'014017.06-005003.0',25.071102142333984,-0.8341770172119141,0.3343999981880188,401,247,51788
4284,b'014100.75+125128.6',25.253150939941406,12.857956886291504,0.3253999948501587,426,50,51882
4341,b'014219.00+132746.5',25.579187393188477,13.462939262390137,0.2669000029563904,429,303,51820
4357,b'014234.40-011417.4',25.64335060119629,-1.2381720542907715,0.24449999630451202,401,123,51788
4417,b'014411.28-081301.3',26.04700469970703,-8.217033386230469,0.23890000581741333,664,327,52174
4605,b'014920.84+134813.1',27.33685874938965,13.803641319274902,0.3176000118255615,430,304,51877
4647,b'015020.64-092055.6',27.586040496826172,-9.348787307739258,0.3037000000476837,665,319,52168
4674,b'015105.80-003426.4',27.774166107177734,-0.5740119814872742,0.3352000117301941,402,146,51793
4688,b'015134.81-000010.4',27.895057678222656,-0.0028959999326616526,0.3458000123500824,699,40,52202
4717,b'015219.34+141206.5',28.080598831176758,14.201826095581055,0.2483000010251999,429,627,51820
4727,b'015238.94+000935.5',28.162254333496094,0.15986600518226624,0.3492000102996826,402,585,51793
4749,b'015259.46+142738.0',28.247764587402344,14.460575103759766,0.310699999332428,430,492,51877
4750,b'015259.71-090800.3',28.248828887939453,-9.133418083190918,0.29490000009536743,665,166,52168
4752,b'015307.73+001304.0',28.282224655151367,0.21777799725532532,0.3384999930858612,402,588,51793
4854,b'015521.69-004149.8',28.840410232543945,-0.6971780061721802,0.26919999718666077,403,229,51871
4860,b'015530.02-085704.0',28.8751163482666,-8.951133728027344,0.1647000014781952,665,597,52168
4948,b'015738.10+130931.4',29.40875244140625,13.158735275268555,0.2207999974489212,427,276,51900
5019,b'015910.05+010514.5',29.791906356811523,1.0873689651489258,0.21719999611377716,403,529,51871
5041,b'015950.24+002340.8',29.959367752075195,0.3946729898452759,0.16269999742507935,403,550,51871
5047,b'015957.64+003310.4',29.99018669128418,0.5529000163078308,0.3116999864578247,403,549,51871
5070,b'020028.37-093859.0',30.118249893188477,-9.649726867675781,0.32100000977516174,666,218,52149
5180,b'020258.94-002807.5',30.7456111907959,-0.4687590003013611,0.3393000066280365,404,270,51812
5305,b'020539.97-090750.5',31.416566848754883,-9.130718231201172,0.12160000205039978,667,319,52163
5573,b'021218.32-073719.8',33.07636260986328,-7.622178077697754,0.1738000065088272,667,567,52163
5654,b'021340.59+134756.0',33.41914749145508,13.798905372619629,0.35740000009536743,428,587,51883
5669,b'021359.79+004226.7',33.49913787841797,0.707440972328186,0.18230000138282776,405,458,51816
5705,b'021447.00-003250.6',33.695838928222656,-0.5473999977111816,0.3488999903202057,405,174,51816
5799,b'021652.47-002335.3',34.21863555908203,-0.3931649923324585,0.304500013589859,405,117,51816
5808,b'021707.87-084743.5',34.28282165527344,-8.795422554016113,0.2913999855518341,668,190,52162
5878,b'021859.86+002855.8',34.74944305419922,0.4821679890155792,0.35120001435279846,405,623,51816
5932,b'022014.57-072859.2',35.06074523925781,-7.4831390380859375,0.2134999930858612,668,540,52162
5971,b'022113.14+010102.9',35.30476760864258,1.0174729824066162,0.35370001196861267,406,374,51869
6081,b'022347.48-083655.5',35.947853088378906,-8.615442276000977,0.26080000400543213,454,400,51908
6104,b'022417.16-092549.2',36.07152557373047,-9.430353164672852,0.31139999628067017,454,297,51908
6112,b'022429.10-091851.7',36.12125778198242,-9.314362525939941,0.3571000099182129,454,296,51908
6168,b'022541.54-084940.1',36.423118591308594,-8.827832221984863,0.3538999855518341,454,188,51908
6182,b'022556.42-073248.7',36.48509979248047,-7.546864986419678,0.1914999932050705,454,407,51908
6285,b'022815.98-010636.5',37.066593170166016,-1.1101579666137695,0.31869998574256897,407,252,51820
6479,b'023253.42-082832.1',38.22260665893555,-8.475589752197266,0.2651999890804291,455,262,51909
6596,b'023546.63-074250.6',38.944313049316406,-7.714073181152344,0.2615000009536743,455,466,51909
6635,b'023700.30-010130.6',39.25127029418945,-1.0251679420471191,0.3440000116825104,408,259,51821
6725,b'023922.87-000119.5',39.84532165527344,-0.02211100049316883,0.26159998774528503,706,177,52199
6793,b'024052.82-004110.9',40.22011947631836,-0.6863790154457092,0.24660000205039978,408,99,51821
6910,b'024340.98-002601.2',40.920753479003906,-0.4336870014667511,0.2678999900817871,408,67,51821
6965,b'024508.67+003710.7',41.286163330078125,0.6196529865264893,0.2994999885559082,409,345,51871
7000,b'024546.10-085842.0',41.44208526611328,-8.978346824645996,0.14830000698566437,456,133,51910
7009,b'024601.25-005937.2',41.50524139404297,-0.9936929941177368,0.20100000500679016,409,201,51871
7052,b'024703.24-071421.6',41.76350784301758,-7.23935079574585,0.33340001106262207,456,540,51910
7067,b'024727.53-001041.5',41.86473846435547,-0.1782049983739853,0.3391999900341034,409,176,51871
7073,b'024743.25-071902.1',41.93024444580078,-7.317264080047607,0.35260000824928284,456,566,51910
7157,b'025007.02+002525.3',42.52927780151367,0.4237169921398163,0.19779999554157257,410,355,51816
7190,b'025105.28-070230.1',42.77201461791992,-7.041717052459717,0.32679998874664307,457,324,51901
7282,b'025334.57+000108.3',43.394081115722656,0.01897300034761429,0.1704999953508377,410,234,51816
7296,b'025400.45-000201.8',43.501914978027344,-0.03386000171303749,0.32350000739097595,410,188,51816
7302,b'025416.89-084544.0',43.57038879394531,-8.762249946594238,0.3019999861717224,457,121,51901
7322,b'025505.68+002522.9',43.7736701965332,0.42304500937461853,0.35350000858306885,410,473,51816
7402,b'025646.97+011349.2',44.195716857910156,1.2303600311279297,0.17659999430179596,410,523,51816
7518,b'025938.15+004216.3',44.90897750854492,0.7045419812202454,0.19539999961853027,410,622,51816
7532,b'025950.74+010304.6',44.961448669433594,1.0512900352478027,0.25780001282691956,411,321,51817
7714,b'030435.76-073705.1',46.149024963378906,-7.618083953857422,0.30630001425743103,458,513,51929
7785,b'030639.57+000343.1',46.66490936279297,0.061987001448869705,0.10740000009536743,412,400,52258
7811,b'030731.58+001558.4',46.881587982177734,0.26624101400375366,0.2842999994754791,808,588,52556
7839,b'030825.85+003054.3',47.10771179199219,0.5151050090789795,0.3458999991416931,411,627,51817
7912,b'031027.82-004950.7',47.61594009399414,-0.8307710289955139,0.08020000159740448,412,129,52258
7971,b'031142.02-005918.9',47.925106048583984,-0.9885910153388977,0.28110000491142273,412,83,52258
7995,b'031209.20-081013.8',48.03835678100586,-8.170511245727539,0.2644999921321869,459,213,51924
8011,b'031235.17-063430.8',48.146549224853516,-6.575250148773193,0.35109999775886536,459,448,51924
8184,b'031715.10-073822.3',49.31293487548828,-7.639538764953613,0.2655999958515167,460,300,51924
8185,b'031715.80+010358.8',49.31583786010742,1.0663440227508545,0.29739999771118164,413,371,51929
8186,b'031715.87+425150.6',49.316131591796875,42.86405944824219,0.23549999296665192,1665,377,52976
8190,b'031719.03-081702.9',49.329315185546875,-8.284144401550293,0.32440000772476196,459,8,51924
8222,b'031825.03-070918.5',49.604331970214844,-7.155154228210449,0.3359000086784363,459,640,51924
8373,b'032213.89+005513.4',50.55790710449219,0.920399010181427,0.18490000069141388,414,341,51901
8388,b'032234.07+002149.9',50.64198303222656,0.36388498544692993,0.3483000099658966,413,596,51929
8425,b'032337.64+003555.6',50.90684127807617,0.5987939834594727,0.21539999544620514,414,362,51901
8439,b'032358.82-000943.1',50.99512481689453,-0.1619900017976761,0.3467000126838684,1629,223,52945
8583,b'032838.28-000341.6',52.15951156616211,-0.061576999723911285,0.303600013256073,1517,306,52934
8686,b'033131.61-072216.3',52.88174057006836,-7.371200084686279,0.2515000104904175,461,173,51910
8705,b'033156.88+002605.2',52.987003326416016,0.43479299545288086,0.23690000176429749,713,474,52178
8748,b'033248.49-001012.3',53.20207214355469,-0.1701049953699112,0.30959999561309814,415,191,51810
8759,b'033304.11+005210.7',53.26712417602539,0.8696590065956116,0.30410000681877136,415,416,51810
8762,b'033305.96+005735.9',53.274864196777344,0.959975004196167,0.3116999864578247,415,411,51810
8808,b'033420.34-005856.1',53.58476257324219,-0.9822670221328735,0.33570000529289246,415,90,51810
8813,b'033429.44+000611.0',53.622676849365234,0.10305900126695633,0.3472999930381775,415,508,51810
8880,b'033651.52-001024.7',54.214691162109375,-0.17354899644851685,0.1868000030517578,416,316,51811
8978,b'033901.67-055139.9',54.75698471069336,-5.861084938049316,0.22470000386238098,462,426,51909
9026,b'034000.50-051747.1',55.00211715698242,-5.296417236328125,0.3449999988079071,462,457,51909
9058,b'034042.93-073125.5',55.17890930175781,-7.523760795593262,0.21649999916553497,462,133,51909
9180,b'034406.05-070716.6',56.025238037109375,-7.12128210067749,0.2946999967098236,462,59,51909
9190,b'034425.82+011102.3',56.107601165771484,1.1839760541915894,0.32839998602867126,416,580,51811
9193,b'034430.03-005842.7',56.125144958496094,-0.9785410165786743,0.2865000069141388,416,52,51811
9246,b'034605.50-053158.9',56.522926330566406,-5.533039093017578,0.29319998621940613,463,350,51908
9294,b'034758.30+010708.5',56.992942810058594,1.1190539598464966,0.35589998960494995,1242,363,52901
9304,b'034831.88-071145.9',57.13283920288086,-7.196096897125244,0.18359999358654022,463,215,51908
9312,b'034900.88-045339.4',57.253700256347656,-4.894280910491943,0.3452000021934509,463,402,51908
9322,b'034931.03-062621.0',57.379302978515625,-6.439181804656982,0.2874999940395355,463,177,51908
9332,b'035009.26-053133.7',57.53861999511719,-5.526041030883789,0.2524000108242035,1634,439,53299
9333,b'035011.17-060501.5',57.54654312133789,-6.083773136138916,0.2515000104904175,463,487,51908
9369,b'035206.93-064415.6',58.028900146484375,-6.737681865692139,0.17249999940395355,463,107,51908
9373,b'035219.08+010934.7',58.07951736450195,1.1596510410308838,0.20900000631809235,1242,574,52901
9423,b'035529.31+000807.1',58.872161865234375,0.1353120058774948,0.32919999957084656,1529,620,52930
9459,b'035918.42-044313.5',59.82676696777344,-4.72042179107666,0.3188000023365021,464,551,51908
9535,b'040859.64-052940.5',62.2485237121582,-5.49459981918335,0.30399999022483826,465,493,51910
9603,b'044428.77+122111.7',71.11990356445312,12.353255271911621,0.0892999991774559,2669,451,54086
9673,b'071948.85+410557.0',109.95357513427734,41.099178314208984,0.2045000046491623,1864,289,53313
9685,b'072240.09+413353.1',110.66705322265625,41.56476593017578,0.210099995136261,1864,371,53313
9753,b'072756.72+395930.6',111.9863510131836,39.991851806640625,0.21629999577999115,1733,402,53047
9764,b'072837.76+443646.0',112.1573486328125,44.61280059814453,0.2775999903678894,1866,246,53314
9789,b'072937.05+375435.0',112.40438842773438,37.909725189208984,0.2037000060081482,1733,12,53047
9807,b'073028.10+435330.8',112.61710357666016,43.89190673828125,0.2777999937534332,1866,262,53314
9819,b'073102.94+382654.9',112.76227569580078,38.44859313964844,0.3125999867916107,1733,30,53047
9825,b'073115.65+432944.5',112.81522369384766,43.4957160949707,0.20069999992847443,1865,527,53312
9880,b'073258.46+443806.1',113.24360656738281,44.63505172729492,0.2962999939918518,1866,146,53314
9886,b'073309.20+455506.2',113.28834533691406,45.918399810791016,0.14139999449253082,1866,508,53314
9930,b'073413.90+321722.8',113.5579605102539,32.2896728515625,0.33399999141693115,541,225,51959
9971,b'073503.49+431153.6',113.7645492553711,43.198238372802734,0.26249998807907104,1735,329,53035
9988,b'073521.20+264744.6',113.83833312988281,26.795745849609375,0.23980000615119934,888,245,52339
10040,b'073623.13+392617.7',114.09638977050781,39.43826675415039,0.11810000240802765,432,246,51884
10060,b'073642.77+320915.4',114.17821502685547,32.15428924560547,0.18479999899864197,541,167,51959
10064,b'073648.65+321437.1',114.2027359008789,32.24365234375,0.33809998631477356,541,150,51959
10092,b'073719.29+420053.8',114.33039093017578,42.01495361328125,0.34619998931884766,1735,175,53035
10122,b'073747.43+410647.8',114.44764709472656,41.11330032348633,0.3230000138282776,1734,618,53034
10144,b'073810.08+390456.9',114.54202270507812,39.082496643066406,0.27300000190734863,432,219,51884
10198,b'073915.35+401445.7',114.81398010253906,40.24603271484375,0.2921999990940094,432,382,51884
10238,b'073953.13+310220.9',114.97139739990234,31.03914451599121,0.32850000262260437,755,279,52235
10241,b'073955.14+331236.8',114.97978210449219,33.21023178100586,0.3206999897956848,541,501,51959
10252,b'074007.28+410903.6',115.03034210205078,41.15101623535156,0.23489999771118164,432,324,51884
10266,b'074020.22+311841.2',115.08427429199219,31.311471939086914,0.2955999970436096,755,246,52235
10339,b'074128.90+470321.6',115.37043762207031,47.056007385253906,0.35199999809265137,1867,58,53317
10343,b'074131.61+471143.0',115.38174438476562,47.19530487060547,0.273499995470047,1867,540,53317
10377,b'074151.15+423443.6',115.46315002441406,42.578800201416016,0.32589998841285706,1735,586,53035
10385,b'074157.25+275519.7',115.48856353759766,27.922164916992188,0.32519999146461487,888,639,52339
10418,b'074227.08+465643.0',115.61284637451172,46.94527816772461,0.16779999434947968,1867,54,53317
10457,b'074305.47+422013.5',115.77281951904297,42.33708953857422,0.34150001406669617,434,319,51885
10466,b'074310.24+461014.5',115.79267120361328,46.17070770263672,0.27410000562667847,1737,304,53055
10469,b'074311.36+352811.5',115.79735565185547,35.469871520996094,0.3027999997138977,542,383,51993
10475,b'074314.96+383829.7',115.81237030029297,38.64158630371094,0.351500004529953,433,393,51873
10533,b'074352.02+271239.5',115.96678161621094,27.21099090576172,0.2522999942302704,1059,215,52618
10587,b'074439.97+225551.0',116.16654205322266,22.930856704711914,0.21870000660419464,927,115,52577
10622,b'074500.24+292702.7',116.25100708007812,29.45075225830078,0.32749998569488525,889,186,52663
10644,b'074511.98+380911.3',116.2999267578125,38.15314865112305,0.23680000007152557,433,178,51873
10702,b'074548.27+284838.0',116.45116424560547,28.810562133789062,0.15850000083446503,889,7,52663
10703,b'074549.09+460336.5',116.45458221435547,46.06014633178711,0.2581000030040741,1737,224,53055
10723,b'074559.18+222650.9',116.49658966064453,22.447477340698242,0.35109999775886536,1203,329,52669
10728,b'074601.27+294755.2',116.50531768798828,29.798694610595703,0.3228999972343445,889,147,52663
10747,b'074613.33+332603.8',116.55554962158203,33.43440246582031,0.31850001215934753,755,559,52235
10755,b'074618.94+194900.6',116.57891845703125,19.81684684753418,0.26249998807907104,1263,75,52708
10759,b'074621.06+335040.7',116.5877685546875,33.844661712646484,0.28360000252723694,756,310,52577
10798,b'074644.79+294059.0',116.68666076660156,29.683067321777344,0.2921000123023987,889,116,52663
10800,b'074645.04+314149.3',116.68769836425781,31.697032928466797,0.3269999921321869,755,20,52235
10822,b'074700.19+285608.5',116.75081634521484,28.93570327758789,0.2574000060558319,1059,327,52618
10826,b'074704.43+483833.3',116.76846313476562,48.642601013183594,0.22059999406337738,1868,49,53318
10829,b'074707.09+465109.1',116.77954864501953,46.852542877197266,0.2761000096797943,1737,428,53055
10844,b'074718.26+321933.1',116.82610321044922,32.325889587402344,0.35269999504089355,755,522,52235
10877,b'074738.39+245637.3',116.90997314453125,24.943714141845703,0.13009999692440033,857,634,52314
10900,b'074750.81+480429.2',116.96173095703125,48.07477951049805,0.31119999289512634,1868,67,53318
10915,b'074758.22+262045.9',116.99259185791016,26.346099853515625,0.3237000107765198,858,274,52316
10925,b'074801.75+291028.9',117.00732421875,29.174711227416992,0.3490999937057495,1059,361,52618
10950,b'074819.04+335310.9',117.079345703125,33.886375427246094,0.28049999475479126,756,225,52577
10956,b'074820.96+340752.6',117.08736419677734,34.13128662109375,0.34299999475479126,756,237,52577
10963,b'074827.37+181131.5',117.11407470703125,18.192096710205078,0.3305000066757202,1920,388,53314
10976,b'074829.91+334613.9',117.12464141845703,33.77054214477539,0.33009999990463257,756,226,52577
10995,b'074838.00+285059.4',117.15834045410156,28.849855422973633,0.2906000018119812,1059,411,52618
11013,b'074845.39+174836.9',117.18912506103516,17.810266494750977,0.249099999666214,1921,339,53317
11046,b'074906.50+451033.8',117.27711486816406,45.17607879638672,0.19210000336170197,1736,620,53052
11057,b'074910.59+284214.5',117.2941665649414,28.70405387878418,0.3441999852657318,1059,453,52618
11077,b'074920.00+234104.4',117.33333587646484,23.6845645904541,0.29600000381469727,927,635,52577
11125,b'074948.26+345444.0',117.45110321044922,34.912227630615234,0.13179999589920044,542,560,51993
11142,b'074957.44+312006.1',117.48934173583984,31.33502769470215,0.2296999990940094,890,292,52583
11162,b'075005.28+292944.3',117.52201080322266,29.495662689208984,0.3278999924659729,1060,280,52636
11164,b'075005.93+475401.8',117.52471923828125,47.9005012512207,0.3319000005722046,1868,23,53318
11174,b'075012.33+225334.0',117.55140686035156,22.89278221130371,0.23340000212192535,1203,607,52669
11207,b'075034.19+453240.9',117.64248657226562,45.54469680786133,0.33899998664855957,1737,46,53055
11256,b'075053.50+473344.9',117.72294616699219,47.56249237060547,0.33869999647140503,1737,460,53055
11263,b'075057.26+353037.6',117.73860168457031,35.51047134399414,0.17589999735355377,542,581,51993
11275,b'075101.42+291419.1',117.75595092773438,29.238658905029297,0.12080000340938568,1060,293,52636
11278,b'075102.37+241019.0',117.75987243652344,24.171955108642578,0.24629999697208405,928,121,52578
11297,b'075112.18+174351.7',117.80075073242188,17.731042861938477,0.18639999628067017,1920,157,53314
11365,b'075141.56+353914.8',117.92320251464844,35.654117584228516,0.3061999976634979,542,629,51993
11378,b'075147.71+245352.7',117.94880676269531,24.897987365722656,0.1979999989271164,928,186,52578
11415,b'075204.43+490616.9',118.01849365234375,49.10472106933594,0.25220000743865967,1779,348,53089
11425,b'075209.09+414235.5',118.03789520263672,41.70988082885742,0.2583000063896179,434,14,51885
11438,b'075214.15+514813.3',118.0589599609375,51.80370330810547,0.26669999957084656,1870,287,53383
11448,b'075216.55+500251.3',118.0689926147461,50.0475959777832,0.2630999982357025,1868,569,53318
11454,b'075217.84+193542.2',118.07434844970703,19.595075607299805,0.11720000207424164,1582,612,52939
11554,b'075314.81+305736.6',118.31175231933594,30.960180282592773,0.27649998664855957,890,48,52583
11574,b'075325.62+181133.8',118.35676574707031,18.192747116088867,0.3476000130176544,1920,511,53314
11632,b'075347.93+240429.8',118.44971466064453,24.074953079223633,0.32019999623298645,1204,396,52669
11669,b'075403.60+481428.0',118.51502990722656,48.241127014160156,0.27549999952316284,1779,238,53089
11684,b'075407.95+431610.6',118.53315734863281,43.26961898803711,0.34779998660087585,434,585,51885
11690,b'075409.67+512428.9',118.54031372070312,51.408042907714844,0.33180001378059387,1869,484,53327
11692,b'075409.86+291035.0',118.54109191894531,29.176408767700195,0.3398999869823456,1060,56,52636
11700,b'075415.86+355724.5',118.56608581542969,35.956817626953125,0.3508000075817108,757,254,52238
11718,b'075425.30+343255.8',118.6054458618164,34.5488395690918,0.2029999941587448,756,508,52577
11743,b'075437.80+181240.7',118.65750885009766,18.211322784423828,0.2978000044822693,1920,545,53314
11805,b'075503.96+173325.8',118.76651763916016,17.557170867919922,0.24310000240802765,1921,518,53317
11859,b'075528.49+300859.6',118.86872100830078,30.14990997314453,0.34139999747276306,1060,455,52636
11864,b'075529.29+415513.5',118.8720703125,41.92042922973633,0.33169999718666077,437,281,51869
11908,b'075546.68+165618.3',118.94451904296875,16.938440322875977,0.34869998693466187,1921,509,53317
11960,b'075607.28+304614.7',119.03034210205078,30.77076530456543,0.35429999232292175,1061,296,52641
11964,b'075611.52+380141.2',119.04803466796875,38.02812194824219,0.3190999925136566,543,545,52017
