,A_morph,SDSS_NAME,RA,DEC,REDSHIFT,PLATE,FIBER,MJD,TARGET_FLAG_TARGET,NSPECOBS,UNIFORM_TARGET,MI_Z2,LOGLBOL,LOGLBOL_ERR,BAL_FLAG,FIRST_FR_TYPE,FINT_REST6CM_MJY_OBS,LOGFNU2500A_ERGS_OBS,R_6CM_2500A,LOGL5100,LOGL5100_ERR,LOGL3000,LOGL3000_ERR,LOGL1350,LOGL1350_ERR,LOGL_BROAD_HA,LOGL_BROAD_HA_ERR,FWHM_BROAD_HA,FWHM_BROAD_HA_ERR,EW_BROAD_HA,EW_BROAD_HA_ERR,LOGL_NARROW_HA,LOGL_NARROW_HA_ERR,FWHM_NARROW_HA,FWHM_NARROW_HA_ERR,EW_NARROW_HA,EW_NARROW_HA_ERR,LOGL_NII_6585,LOGL_NII_6585_ERR,EW_NII_6585,EW_NII_6585_ERR,LOGL_SII_6718,LOGL_SII_6718_ERR,EW_SII_6718,EW_SII_6718_ERR,LOGL_SII_6732,LOGL_SII_6732_ERR,EW_SII_6732,EW_SII_6732_ERR,EW_FE_HA,EW_FE_HA_ERR,ALPHA_HA,ALPHA_HA_ERR,LINE_NPIX_HA,LINE_MED_SN_HA,LINE_REDCHI2_HA,LOGL_BROAD_HB,LOGL_BROAD_HB_ERR,FWHM_BROAD_HB,FWHM_BROAD_HB_ERR,EW_BROAD_HB,EW_BROAD_HB_ERR,LOGL_NARROW_HB,LOGL_NARROW_HB_ERR,FWHM_NARROW_HB,FWHM_NARROW_HB_ERR,EW_NARROW_HB,EW_NARROW_HB_ERR,FWHM_BROAD_HB_1GAUSS,LOGL_OIII_4959,LOGL_OIII_4959_ERR,EW_OIII_4959,EW_OIII_4959_ERR,LOGL_OIII_5007,LOGL_OIII_5007_ERR,EW_OIII_5007,EW_OIII_5007_ERR,EW_FE_HB_4434_4684,EW_FE_HB_4434_4684_ERR,ALPHA_HB,ALPHA_HB_ERR,LINE_NPIX_HB,LINE_MED_SN_HB,LINE_REDCHI2_HB,LOGL_MGII,LOGL_MGII_ERR,FWHM_MGII,FWHM_MGII_ERR,EW_MGII,EW_MGII_ERR,LOGL_BROAD_MGII,LOGL_BROAD_MGII_ERR,FWHM_BROAD_MGII,FWHM_BROAD_MGII_ERR,EW_BROAD_MGII,EW_BROAD_MGII_ERR,FWHM_BROAD_MGII_1GAUSS,EW_FE_MGII,EW_FE_MGII_ERR,ALPHA_MGII,ALPHA_MGII_ERR,LINE_NPIX_MGII,LINE_MED_SN_MGII,LINE_REDCHI2_MGII,LOGL_CIV,LOGL_CIV_ERR,FWHM_CIV,FWHM_CIV_ERR,EW_CIV,EW_CIV_ERR,ALPHA_CIV,ALPHA_CIV_ERR,LINE_NPIX_CIV,LINE_MED_SN_CIV,LINE_REDCHI2_CIV,VOFF_BROAD_HA,VOFF_BROAD_HA_ERR,VOFF_NARROW_HA,VOFF_NARROW_HA_ERR,VOFF_BROAD_HB,VOFF_BROAD_HB_ERR,VOFF_NARROW_HB,VOFF_NARROW_HB_ERR,VOFF_BROAD_MGII,VOFF_BROAD_MGII_ERR,VOFF_CIV_PEAK,VOFF_CIV_PEAK_ERR,LOGBH_HB_MD04,LOGBH_HB_MD04_ERR,LOGBH_HB_VP06,LOGBH_HB_VP06_ERR,LOGBH_MGII_MD04,LOGBH_MGII_MD04_ERR,LOGBH_MGII_VO09,LOGBH_MGII_VO09_ERR,LOGBH_MGII_S10,LOGBH_MGII_S10_ERR,LOGBH_CIV_VP06,LOGBH_CIV_VP06_ERR,LOGBH,LOGBH_ERR,LOGEDD_RATIO,SPECIAL_INTEREST_FLAG,QSO_ID,Name,RAobs,Decobs,delta,z,S(6)_t,pmt,S(6)_p,pmp,f_c,logL,i_2,I_2a,R,LD_cm,Lobs,L_1.4GHz,SFR (Msun/yr),Separation,SHIFT_OIII
0,D,093509.48+481910.2,143.789520263672,48.3195037841797,0.223800003528595,834,361,52316,7691,1,1,-23.3800251018139,45.2471705819145,0.000885910382034894,0,1,0.93179265129592,-26.7315541581847,5.02196219663495,44.2805595952326,0.000885910382034894,0.0,-1.0,0.0,-1.0,43.2585833610963,0.0082526788528802,8480.29673779767,218.622259484601,602.029263961748,37.2163382317108,42.3879912222109,0.0122064113399922,446.994829067664,18.6293876274566,81.1109105154893,4.94731304445229,41.2652363560046,0.0602673262782609,6.12635296245506,0.963833178687597,41.3765137739915,0.0265172416073902,8.01791962291083,0.539601987674789,41.2501648894992,0.0355037250385664,6.00218935077959,0.49501158584463,0.0,-1.0,-0.642784852869099,1.74119641254204,241,30.2973991246609,2.07675083405057,42.6969067586783,0.0175345709834431,10869.4892784861,707.247620846534,124.317818937276,4.93024385163117,41.8347683989069,0.0180127802028167,424.506020166466,17.8191097242123,17.0230243295719,0.700998112684086,11078.3554259998,42.330663247115,0.0138237599602817,54.9184693383897,1.81930669735675,42.815760501712,0.0087796872147727,170.21714451093,3.59771478785449,0.0,-1.0,-1.48128844030396,0.0258505149037213,179,22.9666582505324,3.39414012551948,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,59.4666392637387,314.436580550788,1.68164039816778,10.4875619815835,-592.673609652411,396.454914581252,40.8934582407746,1.54816614875395,300000.0,-1.0,300000.0,-1.0,8.9321897999669,0.0122161834017414,9.12269807461205,0.0565184186626802,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,9.12269807461205,0.0565184186626802,-1.97589803781509,1,23076,093509.48+481910.2,93509.488,481909.9,0.31,0.224,601.0,28.4,601.0,28.4,1.000,22.92,17.026,-22.73,1.07,3.43446901368731e+27,22.9498035409406,23.4536667837011,167.694490879396,0.0,-3.055901374547842
1,E,152925.98+021646.6,232.358261108398,2.27961802482605,0.263399988412857,2954,379,54561,3,1,0,-23.5945186670728,45.5265911574016,0.002515467107603,0,0,0.0,-26.4541876684344,-1.0,44.5599801707197,0.002515467107603,0.0,-1.0,0.0,-1.0,43.2258251016056,0.009536208338261,3098.76464003077,110.195494506108,311.796343445206,7.20327225122779,42.1039733140277,0.0373307953959738,234.40801727398,19.3861075835894,23.5488292202701,2.13045900669973,41.8235548449424,0.0553426698093098,12.3877491679706,1.54049716208971,41.3621142691348,0.0457186172691699,4.37241376886362,0.451561312468277,41.3306273426218,0.0538806367285041,4.07581777009366,0.487758960776251,0.0,-1.0,-1.05583797717832,0.0616441438539029,241,25.1682501027783,1.60553100485627,42.763147366424,0.011333798502065,3982.19507704773,180.752238552654,74.2859020574889,2.36162886170503,41.4202185038313,0.0438083282968513,256.337441386289,28.5634744087591,3.37080946050122,0.399243337578827,4906.50506852562,41.5933086195559,0.0327800883658043,5.21965590915321,0.358468547684547,42.1032274597901,0.0111218113039442,17.206748495589,0.406632826165968,29.478742289318,1.77661943868991,-1.94822312671496,0.0245606372694178,179,29.6890376944777,1.43908104789674,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,-120.427119483639,22.4951536282368,-87.7850448390431,5.51366411286924,-172.428662701688,59.9929781326231,-86.1727399183498,8.0838330043705,300000.0,-1.0,300000.0,-1.0,8.39523026570764,0.0107310814613711,8.3902351476267,0.0394453979760629,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8.3902351476267,0.0394453979760629,-0.964014535342663,0,-1,152925.98+021646.6,152925.995,21646.15,0.5,0.263,152.0,11.0,152.0,11.0,1.000,22.47,17.49,-22.61,0.41,4.12002727258953e+27,22.5108536336914,23.0242522293739,62.3884564662391,0.0,-51.16996876648593
2,E,144414.66+063306.7,221.061111450195,6.55187702178955,0.208000004291534,1829,464,53494,135273475,1,1,-23.7163623519735,45.44417791019,0.000674474862350394,0,0,0.0,-26.3650043223163,-1.0,44.4775669235081,0.000674474862350394,0.0,-1.0,0.0,-1.0,43.3448103029943,0.0027775192059671,4487.0280264044,56.1620474641104,487.048585454659,3.63714369061171,41.9595448092748,0.108949651898602,306.796894087281,29.7727695542162,20.0567450658556,1.23843733752098,41.6216973629556,0.0522580385695584,9.23124173304642,0.686077072894978,41.2838020042478,0.0524915715483658,4.2929230092206,0.243538113736932,41.2150115416752,0.0653645041457516,3.66892453943791,0.295449279534018,0.0,-1.0,-0.620454151507098,0.0408086388339896,241,35.4595829961871,19.0913654683349,42.8733793399825,0.0072704060490949,3897.15125667326,127.49553624425,116.352109156945,2.79169057367838,41.1755254672123,0.0556902053478154,324.306034403458,7.95780717858247,2.33442206895863,0.281359158466739,4724.624142443,41.8960853455904,0.0143629853120402,12.7179913576232,0.457221029888876,42.4400234027343,0.0045513432076873,45.2839034809534,0.668164898118441,0.0,-1.0,-1.816358640146,0.0215065572911415,179,34.5307013713449,1.31556871029404,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,-127.457999104012,22.4917796082714,-75.8860359719422,8.70785760435845,7.49628761268215,29.975498721646,-90.9462488963395,2.40276900669219,300000.0,-1.0,300000.0,-1.0,8.31214821094267,0.0072157014756065,8.33027798576629,0.0284179409342204,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8.33027798576629,0.0284179409342204,-0.986470620693829,0,58814,144414.66+063306.7,144414.67,63307.1,0.43,0.208,255.0,16.0,255.0,16.0,1.000,22.47,16.552,-23.04,0.29,3.16011912960363e+27,22.5051569542209,23.0050200585143,59.6859444187274,0.0,36.0203260027344
3,E,140808.19+430316.5,212.034164428711,43.0545997619629,0.258100003004074,1467,48,53115,7171,1,1,-24.0588756347016,45.6734081872432,0.0022401007466221,0,0,0.0,-26.2480671553114,-1.0,44.7067972005613,0.0022401007466221,0.0,-1.0,0.0,-1.0,43.5259900462682,0.08404824462664,3056.45590061982,315.136963106164,469.814653056696,83.7394122706481,41.2816398878678,0.616351345191117,380.021548859854,374.520385433945,2.67612009380613,12.9107213518167,41.5373525667387,0.346262238262888,4.84552361514398,6.30378377859817,40.5384898767959,0.000109221170415452,0.501162333845049,0.0029003995716231,40.5394184584033,0.000109221170415452,0.503907150697859,0.002979815397628,5.77282029344737,34.1271062219281,-1.55453933058595,0.0822144052810009,145,32.3814677505415,0.770847381087824,42.9995034978401,0.0620110059839121,3247.10910203937,672.433913408588,90.6519604198377,11.4190482923882,40.7292907023293,0.6011916385539,342.651914887592,417.641910354187,0.486826208463601,4.05974540489036,4673.20909775025,41.4707011277848,0.0687791618589024,2.79733725836004,0.489393389006715,41.8714553705059,0.0236877780506575,7.18108757981573,0.382396056886035,71.0871456606799,1.91469684824375,-2.08062186020021,0.0283499163642991,179,35.7084087586619,0.695249602678718,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,-165.417426740113,67.495584969351,-133.962564314622,75.4152347667171,-52.4667012286186,87.1545752087733,-122.008857213902,40.7741061961579,300000.0,-1.0,300000.0,-1.0,8.44247457728177,0.0104863364444653,8.28639236239105,0.179876924662033,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8.28639236239105,0.179876924662033,-0.713354720265414,0,54911,140808.19+430316.5,140808.199,430316.9,0.41,0.258,523.0,16.8,523.0,16.8,1.000,22.99,16.922,-23.14,0.85,4.03082822915026e+27,23.0285001356893,23.5406928347596,204.901362562281,0.0,-137.89228476472084
4,E,172711.80+632242.1,261.799194335938,63.3783721923828,0.217399999499321,352,639,51789,7168,2,0,-23.6664111916879,45.5811651648576,0.0041503834499643,0,1,0.740445701943269,-26.296376711918,1.4651089738786,44.6145541781756,0.0041503834499643,0.0,-1.0,0.0,-1.0,43.1890705362655,0.0272494779586197,7962.69401050958,201.25442032838,262.164183825654,15.317798795123,41.7579099305186,0.0586271870156878,373.643947191072,43.769625126202,9.73416555147824,1.24310764023095,41.2847047653276,0.079474570731346,3.28610137385363,0.57515535501599,41.1693540130357,0.0496045582177942,2.57885725231309,0.295350873258632,41.0645051726533,0.0541884042548553,2.03075758989139,0.241123599863606,103.947635573723,68.0033293718578,2.40059433367773,0.0338054015157555,241,35.4761800072022,2.28324275406988,42.4068281337778,0.0275734104293051,6596.73427939796,907.126098888061,29.1273621614227,2.21749234940381,40.9428814286498,0.112799955981171,372.165753332096,21.4338650348251,1.00090426784822,0.319436128430546,8887.1484222026,41.7000995412882,0.0286477177084201,5.92231193396087,0.451628654149688,42.1853375137412,0.0069190094802138,18.4047557105311,0.327323349501564,5.14831314131688,2.981736977948,-1.72384023772459,0.0231229576089829,179,31.9868881004938,1.25019832016622,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,463.833171478452,134.697886618842,-61.8384981141629,21.0215870306287,-52.4667012286186,1402.94884796385,-67.7227759439515,8.75938583902578,300000.0,-1.0,300000.0,-1.0,8.94450077318315,0.0276260316080164,8.85593507064408,0.119458901631949,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8.85593507064408,0.119458901631949,-1.37514045090409,1,71309,172711.80+632242.1,172711.837,632241.72,0.46,0.217,728.0,27.1,728.0,27.1,1.000,22.97,16.73,-22.95,0.99,3.31393735544336e+27,23.0020298324056,23.5041494874604,188.365559150199,0.0,-56.43472994007186
5,E,130416.99+020537.0,196.070831298828,2.09363698959351,0.22859999537468,524,165,52027,7172,1,0,-23.4465454781586,45.3939643754376,0.0017650941724731,0,0,0.0,-26.4905168737726,-1.0,44.4273533887557,0.0017650941724731,0.0,-1.0,0.0,-1.0,42.8191376814403,0.0297522505217209,1387.45866426818,24.7844533367102,179.750413738532,13.570044120627,41.7397133714264,0.137553251492648,343.439380954426,84.7108341433693,14.9903790048721,5.42231975929326,41.3103495217389,0.0963672701774776,5.60641928492979,1.18018912635031,40.7042178333891,0.444995866642216,1.43476836626842,0.665601285153667,40.4617331676614,0.214688550526109,0.823793634536237,0.410536584586426,6.86346635745896,34.9476040265714,-1.63831024947548,1.18672952232999,241,23.6762612993184,1.60067244824514,42.2046569037776,0.108127764292099,1420.24804726259,735.554785076204,27.986317209838,5.6163771202806,40.773435741794,0.511248952808042,418.394400816198,278.950372031778,1.03690121940571,5.52858456262107,1628.65578947909,41.1609429129237,0.0305722473444128,2.62537206362189,0.194705649691321,41.7022461492219,0.0128293402730435,9.29416952124778,0.284229529877709,48.2731635280176,1.50282811671747,-1.84729337049925,0.0270591684013884,179,28.8023739076521,0.958046695315484,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,-75.4435602670965,22.4917796082714,-314.513263038763,24.9418254153256,-112.44168386708,194.436152403824,-117.224712420591,46.3954202393402,300000.0,-1.0,300000.0,-1.0,7.35644203994822,0.0138062959242713,7.42840509603081,0.449848179244936,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,7.42840509603081,0.449848179244936,-0.134811265710781,0,48674,130416.99+020537.0,130417.0,20537.25,0.29,0.229,215.0,11.1,215.0,11.1,1.000,22.49,17.046,-22.75,0.39,3.52103860060595e+27,22.5249898963378,23.0300924646521,63.2331003917888,0.0,-2.9681553549880766
6,E,084313.41+535718.8,130.805877685547,53.9552421569824,0.217999994754791,446,173,51899,1055749,1,0,-23.9122821159525,45.5001089351722,0.000323608842489165,0,0,0.0,-26.3743252933977,-1.0,44.5334979484902,0.000323608842489165,0.0,-1.0,0.0,-1.0,43.5688662782994,0.0115572155687396,6612.19340405977,326.017782985751,712.444705292026,19.3116923112801,42.536319258399,0.03519996830968,627.305541917154,63.474766146356,66.2205196088105,5.07484856202906,41.7852708557055,0.0923485050838657,11.7776972139377,2.22152220076793,41.2022538009338,0.0908758394896765,3.12711087629372,0.780176964005508,41.3397723672884,0.0413201133318957,4.2995301768822,0.419334114759231,122.453718331657,11.2893192859703,2.85924433336848,0.0254557748236336,241,51.3139528606694,4.71245627554205,42.9609780757451,0.0128556737425498,8651.09468067571,321.333810893053,125.074440686111,4.02959740325741,41.8673351506316,0.0191442758061022,540.697138124586,7.22744635685785,10.1235460542349,0.446028462092081,9445.20439592306,42.3695375105544,0.0093380025339691,33.3097478513356,0.692813987863673,42.8414932990564,0.0023348108280529,100.416084511994,0.559858013743352,0.0,-1.0,-1.7418769777345,0.013736696591819,179,47.5843454244826,2.29247240602995,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,688.245476466136,89.7716538590379,23.3104375668038,29.3221959952277,726.11751011773,239.444578573509,10.8851377067184,2.26983411991152,300000.0,-1.0,300000.0,-1.0,8.94795432765534,0.0068260325851616,9.0508911044804,0.0322630282341794,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,9.0508911044804,0.0322630282341794,-1.65115271442581,0,16044,084313.41+535718.8,84313.396,535718.73,0.14,0.218,410.0,14.7,410.0,14.7,1.000,22.72,16.44,-23.25,0.43,3.33110839710992e+27,22.7571712512102,23.2595406033118,107.248842811993,0.0,22.361195624597567
7,E,123532.83+410445.1,188.886825561523,41.0792083740234,0.211799994111061,1984,537,53433,3,1,1,-23.502996967447,45.3228362942435,0.0021113023488759,0,0,0.0,-26.969092401988,-1.0,44.3562253075615,0.0021113023488759,0.0,-1.0,0.0,-1.0,43.0668617751709,0.0128125178947585,1638.0858483495,76.6445705911488,287.489890098231,14.8426388161389,40.6474239367609,1.33322082591797,430.460575950385,186.040135101995,1.09453152793768,3.72349974809995,41.5576521900864,0.290063414088696,8.92210788626115,4.36788549997413,40.7303300245918,0.117894921647938,1.34764561116901,0.333445603960555,40.5627725040534,0.146782488600621,0.917710592426777,0.28151753312063,26.4506179269136,31.5707241138029,-0.740445110266876,0.559888162971302,240,30.3497829915405,1.27347641415607,42.4529007384266,0.0374740739994053,2409.53376281638,406.740327264576,62.7853744580425,5.20310964971519,40.1126783010852,0.794954548566718,457.077636576703,250.76477412193,0.286834299541793,4.41910469642211,4008.74278784207,40.9495804884613,0.0713326919843382,1.98247325698198,0.345894273324913,41.462702132146,0.0255523821461097,6.48071577998311,0.47968427171897,94.9145238356471,2.74923134625637,-0.309776293204646,0.0338256896890953,179,29.2378020395542,1.35009788119779,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,-30.4667480778629,22.4884060946168,-71.0624808752234,43.0023432441768,-52.4667012286186,240.019935714174,-41.3931750799573,365.438316521915,300000.0,-1.0,300000.0,-1.0,8.095411678738,0.0182685999137802,7.8519786859638,0.146625592703863,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,7.8519786859638,0.146625592703863,-0.629512936837905,0,45775,123532.83+410445.1,123532.84,410445.24,0.18,0.212,266.0,16.1,266.0,16.1,1.000,22.51,16.811,-22.82,0.39,3.22832214171443e+27,22.5420452301934,23.0429133143684,65.1276377323485,0.0,-57.984909618961055
8,M,100438.82+151057.3,151.161758422852,15.1826019287109,0.218799993395805,2586,405,54169,7682,1,1,-23.5616198533461,45.4561635210137,0.0016589524166121,0,1,0.626694310047225,-26.3265199260486,1.32915514791961,44.4895525343317,0.0016589524166121,0.0,-1.0,0.0,-1.0,43.3606240382559,0.0040922351894003,3033.90663246484,47.4578253125303,534.394347004151,5.6802241160816,42.4706432115939,0.0117781937420176,311.587152140006,9.28938578875167,68.7832485017854,1.8864613541058,41.9485516034726,0.0225011768493459,20.7451008717691,1.13203549094596,41.6957342353281,0.0140682443881346,11.8520936146903,0.398259731230517,41.6034171375653,0.0162378802547529,9.60538563898602,0.340627296976189,0.0,-1.0,-1.11657426266238,0.0425312283017916,241,33.6715720485137,1.12939282231468,42.7403080788576,0.0082089901105071,3071.78289452514,166.886610257996,82.5307412075843,1.90615878445375,41.8836110328232,0.0250785701059648,312.759723047984,15.441198430009,11.4592533689772,0.686808650214414,4601.49295970745,42.2798779472097,0.012548085586733,29.7241393407782,0.960006259470523,42.764881563585,0.005737917708732,92.6128547689264,1.41824223599243,7.93587275622862,1.18120523303855,-2.04883390926392,0.0169066358655052,179,35.1490737119714,3.16920758818197,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,-255.418289422341,18.9843488209516,-9.04105959645879,3.11661439730591,-232.427640132326,30.0054892128439,24.5233285681431,8.51857256532733,300000.0,-1.0,300000.0,-1.0,8.29652242766155,0.0079466311229596,8.12955730248791,0.0471967794222512,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8.12955730248791,0.0471967794222512,-0.77376432659181,2,-1,100438.82+151057.3,100438.85,151056.87,0.61,0.219,420.0,25.4,420.0,25.4,1.000,22.74,16.841,-22.86,0.63,3.34829539320479e+27,22.7721066850695,23.2747255292961,111.065081834747,0.0,12.182657355664768
9,M,104528.30+293344.7,161.367935180664,29.5624237060547,0.29339998960495,1969,22,53383,3,1,1,-23.8079946600771,45.447060089104,0.0029469707591935,0,0,0.0,-26.8526351892145,-1.0,44.4804491024221,0.0029469707591935,0.0,-1.0,0.0,-1.0,42.7760227074919,0.0190485338898654,3061.9361772847,200.70165692455,120.943352620626,7.05889437293352,41.5280308249894,0.207936648616155,323.782130376348,118.447674467324,6.8328051824821,2.40644650502501,41.2810989890048,0.235077384876298,3.87728656029412,1.46322977513126,40.7315019869074,0.235788565544524,1.10765783496009,0.489414715936106,40.7439992549203,0.179608701376615,1.14153247597776,0.4463940456376,0.432408884195868,6.854143077644,-0.630401916884554,0.146650150893652,241,14.5752315829732,2.11392242708116,42.411717173797,0.0354170681816797,4647.941012182,439.014782391363,40.9703083301996,3.56247249732645,41.2505091815786,0.0737425281149058,525.205186621025,39.7288405911475,2.83295538436665,0.463529478723195,5568.17006949005,41.1510253990676,0.0772648044507847,2.30883278501612,0.471013090646621,41.7318337337292,0.0197261022111448,8.89913680237342,0.397942490582472,39.0165003616959,2.60760493505415,-1.23218452295807,0.0371325673242345,179,22.4460397205765,1.03016313112049,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,-30.4667480778629,89.946879373689,-40.2325882268405,58.2308208119483,486.7687093703,389.525751023157,-61.0168418694884,15.623875230825,300000.0,-1.0,300000.0,-1.0,8.45659679347205,0.024839183196047,8.48474576663376,0.0820545895487352,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8.48474576663376,0.0820545895487352,-1.1380562226473,0,32408,104528.30+293344.7,104528.305,293344.5,0.21,0.293,179.0,11.4,179.0,11.4,1.000,22.65,17.581,-22.75,0.53,4.6630690362574e+27,22.6894065853764,23.2099418030865,95.6739742525094,0.0,-56.69796799875115
